Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Temperature_Difference,Mechanical_Stress,Type_Encoded,Type_H,Type_L,Type_M,Wear_Stress_Index,Failure_Probability,Risk_Category
L,300.4,310.1,1614,33.5,191,0,0,0,0,0,0,9.700000000000044,54069.0,1,False,True,False,6398.5,0.0015173301766228863,Low
M,300.4,310.1,1457,35.1,193,0,0,0,0,0,0,9.700000000000044,51140.7,2,False,False,True,6774.3,0.01479685857350766,Low
L,300.4,310.1,1503,42.2,196,0,0,0,0,0,0,9.700000000000044,63426.600000000006,1,False,True,False,8271.2,0.007343424688314247,Low
H,300.4,310.1,1484,38.0,198,0,0,0,0,0,0,9.700000000000044,56392.0,0,True,False,False,7524.0,0.010590818008096055,Low
L,300.3,309.9,1540,39.9,203,0,0,0,0,0,0,9.599999999999966,61446.0,1,False,True,False,8099.7,0.13310524140097127,Low
H,300.3,309.9,1405,52.1,205,0,0,0,0,0,0,9.599999999999966,73200.5,0,True,False,False,10680.5,0.05732356352995875,Low
H,300.3,309.9,1394,46.7,210,1,1,0,0,0,0,9.599999999999966,65099.8,0,True,False,False,9807.0,0.7181022213587905,High
L,300.3,309.9,1518,36.4,0,0,0,0,0,0,0,9.599999999999966,55255.2,1,False,True,False,0.0,0.0027717663212544126,Low
L,300.3,309.9,1527,41.4,2,0,0,0,0,0,0,9.599999999999966,63217.8,1,False,True,False,82.8,0.0027717663212544126,Low
L,300.3,309.9,1377,55.3,4,0,0,0,0,0,0,9.599999999999966,76148.09999999999,1,False,True,False,221.2,0.006268415300773353,Low
M,300.3,310.0,1537,37.5,6,0,0,0,0,0,0,9.699999999999989,57637.5,2,False,False,True,225.0,0.0005586347303903028,Low
M,300.3,310.0,1409,43.2,9,0,0,0,0,0,0,9.699999999999989,60868.8,2,False,False,True,388.8,0.010749393060804089,Low
L,300.3,309.9,1393,56.1,12,0,0,0,0,0,0,9.599999999999966,78147.3,1,False,True,False,673.2,0.01245872368427686,Low
L,300.2,309.7,1448,36.8,14,0,0,0,0,0,0,9.5,53286.4,1,False,True,False,515.1999999999999,0.0006164261399653274,Low
L,300.2,309.8,1418,49.3,16,0,0,0,0,0,0,9.600000000000025,69907.4,1,False,True,False,788.8,0.015102153682759174,Low
M,300.2,309.8,1743,24.1,18,0,0,0,0,0,0,9.600000000000025,42006.3,2,False,False,True,433.8,0.008890772007959109,Low
M,300.2,309.8,1394,47.4,21,0,0,0,0,0,0,9.600000000000025,66075.59999999999,2,False,False,True,995.4,0.021344432937605157,Low
L,300.3,309.8,1523,39.2,24,0,0,0,0,0,0,9.5,59701.600000000006,1,False,True,False,940.8,0.0027717663212544126,Low
L,300.2,309.8,1353,59.4,26,0,0,0,0,0,0,9.600000000000025,80368.2,1,False,True,False,1544.4,0.0045308927413098676,Low
M,300.3,309.9,1447,46.5,28,0,0,0,0,0,0,9.599999999999966,67285.5,2,False,False,True,1302.0,0.036298004293179253,Low
L,300.3,309.9,1570,34.0,31,0,0,0,0,0,0,9.599999999999966,53380.0,1,False,True,False,1054.0,0.0027717663212544126,Low
M,300.3,309.9,1494,38.5,33,0,0,0,0,0,0,9.599999999999966,57519.0,2,False,False,True,1270.5,0.0026397914970444007,Low
L,300.3,309.9,1621,34.1,36,0,0,0,0,0,0,9.599999999999966,55276.100000000006,1,False,True,False,1227.6,0.0027717663212544126,Low
L,300.4,310.0,1769,26.1,38,0,0,0,0,0,0,9.600000000000025,46170.9,1,False,True,False,991.8,0.005815658373976513,Low
L,300.4,310.0,1282,66.1,40,0,0,0,0,0,0,9.600000000000025,84740.2,1,False,True,False,2644.0,0.10792196949447788,Low
L,300.4,310.0,1581,30.3,42,0,0,0,0,0,0,9.600000000000025,47904.3,1,False,True,False,1272.6,0.016296183218841086,Low
L,300.6,310.1,1656,32.7,44,0,0,0,0,0,0,9.5,54151.2,1,False,True,False,1438.8000000000002,0.0012315746814929231,Low
L,300.6,310.2,1648,31.7,46,0,0,0,0,0,0,9.599999999999966,52241.6,1,False,True,False,1458.2,0.0009909053286129262,Low
L,300.7,310.2,1639,31.4,48,0,0,0,0,0,0,9.5,51464.6,1,False,True,False,1507.1999999999998,0.0009909053286129262,Low
L,300.7,310.2,1348,54.8,50,0,0,0,0,0,0,9.5,73870.4,1,False,True,False,2740.0,0.022145705839443117,Low
L,300.8,310.3,1537,33.3,52,0,0,0,0,0,0,9.5,51182.1,1,False,True,False,1731.6,0.000521080152937584,Low
M,300.8,310.3,1270,61.0,54,0,0,0,0,0,0,9.5,77470.0,2,False,False,True,3294.0,0.01515382345698022,Low
L,300.7,310.3,1662,34.4,57,0,0,0,0,0,0,9.600000000000025,57172.8,1,False,True,False,1960.8,0.000521080152937584,Low
M,300.7,310.3,1471,40.2,59,0,0,0,0,0,0,9.600000000000025,59134.2,2,False,False,True,2371.8,0.0003891053287275724,Low
L,300.6,310.1,1337,45.8,62,0,0,0,0,0,0,9.5,61234.6,1,False,True,False,2839.6,0.012074443696670736,Low
H,300.7,310.2,1877,24.8,64,0,0,0,0,0,0,9.5,46549.6,0,True,False,False,1587.2,0.004689007120300021,Low
L,300.6,310.2,1519,44.6,69,0,0,0,0,0,0,9.599999999999966,67747.40000000001,1,False,True,False,3077.4,0.0034429245004743013,Low
L,300.6,310.2,1378,47.3,71,0,0,0,0,0,0,9.599999999999966,65179.4,1,False,True,False,3358.3,0.008922583903241193,Low
L,300.7,310.2,1696,27.5,73,0,0,0,0,0,0,9.5,46640.0,1,False,True,False,2007.5,0.005410303183230643,Low
L,300.7,310.1,1376,50.8,75,0,0,0,0,0,0,9.400000000000034,69900.8,1,False,True,False,3810.0,0.0043837088579929805,Low
L,300.7,310.2,1807,24.2,77,0,0,0,0,0,0,9.5,43729.4,1,False,True,False,1863.4,0.004905555459134151,Low
L,300.7,310.1,1598,32.8,79,0,0,0,0,0,0,9.400000000000034,52414.4,1,False,True,False,2591.2,0.0012315746814929231,Low
L,300.7,310.1,1565,40.2,81,0,0,0,0,0,0,9.400000000000034,62913.00000000001,1,False,True,False,3256.2000000000003,0.0007617495058175809,Low
L,300.7,310.2,1387,50.6,83,0,0,0,0,0,0,9.5,70182.2,1,False,True,False,4199.8,0.01603043177727001,Low
L,300.7,310.0,1395,48.0,85,0,0,0,0,0,0,9.300000000000011,66960.0,1,False,True,False,4080.0,0.007416407372549197,Low
M,300.6,310.0,1302,62.9,87,0,0,0,0,0,0,9.399999999999975,81895.8,2,False,False,True,5472.3,0.08958852837611633,Low
M,300.6,310.0,1397,55.2,90,0,0,0,0,0,0,9.399999999999975,77114.40000000001,2,False,False,True,4968.0,0.009712990817057711,Low
L,300.6,310.0,1313,52.9,93,0,0,0,0,0,0,9.399999999999975,69457.7,1,False,True,False,4919.7,0.0042550454719027285,Low
L,300.6,310.0,1505,35.9,95,0,0,0,0,0,0,9.399999999999975,54029.5,1,False,True,False,3410.5,0.0016613281738498886,Low
H,300.6,310.0,1483,44.0,97,0,0,0,0,0,0,9.399999999999975,65252.0,0,True,False,False,4268.0,0.003927342580298987,Low
H,300.5,310.0,1358,60.4,102,0,0,0,0,0,0,9.5,82023.2,0,True,False,False,6160.8,0.04979185694609594,Low
M,300.5,309.9,1735,27.0,107,0,0,0,0,0,0,9.399999999999975,46845.0,2,False,False,True,2889.0,0.012798925691538888,Low
M,300.5,309.8,1416,48.5,110,0,0,0,0,0,0,9.300000000000011,68676.0,2,False,False,True,5335.0,0.03142081319643231,Low
L,300.4,309.7,1740,31.1,113,0,0,0,0,0,0,9.300000000000011,54114.0,1,False,True,False,3514.3,0.004255015971077942,Low
L,300.4,309.7,1692,27.4,115,0,0,0,0,0,0,9.300000000000011,46360.8,1,False,True,False,3151.0,0.015120936078854714,Low
L,300.5,309.8,1507,42.5,117,0,0,0,0,0,0,9.300000000000011,64047.5,1,False,True,False,4972.5,0.011677570849658649,Low
M,300.4,309.6,1521,35.0,119,0,0,0,0,0,0,9.200000000000044,53235.0,2,False,False,True,4165.0,0.006521736171380127,Low
L,300.4,309.6,1379,54.5,122,0,0,0,0,0,0,9.200000000000044,75155.5,1,False,True,False,6649.0,0.010312865825252517,Low
L,300.4,309.6,1523,38.5,124,0,0,0,0,0,0,9.200000000000044,58635.5,1,False,True,False,4774.0,0.003807419153080949,Low
H,300.4,309.6,1571,33.6,126,0,0,0,0,0,0,9.200000000000044,52785.600000000006,0,True,False,False,4233.6,0.00511906841152905,Low
H,300.4,309.5,1547,50.7,131,0,0,0,0,0,0,9.100000000000025,78432.90000000001,0,True,False,False,6641.700000000001,0.0029734152628058588,Low
M,300.5,309.7,1347,54.3,136,0,0,0,0,0,0,9.199999999999989,73142.09999999999,2,False,False,True,7384.799999999999,0.001624183040048633,Low
L,300.5,309.7,1560,30.2,139,0,0,0,0,0,0,9.199999999999989,47112.0,1,False,True,False,4197.8,0.041169421966976004,Low
L,300.5,309.7,1384,48.6,141,0,0,0,0,0,0,9.199999999999989,67262.40000000001,1,False,True,False,6852.6,0.0027665655024625324,Low
L,300.5,309.7,1841,24.6,143,0,0,0,0,0,0,9.199999999999989,45288.600000000006,1,False,True,False,3517.8,0.01116832226171171,Low
L,300.5,309.8,1663,29.1,145,1,0,0,0,0,0,9.300000000000011,48393.3,1,False,True,False,4219.5,0.512661654087191,High
L,300.6,309.8,1418,42.7,147,0,0,0,0,0,0,9.199999999999989,60548.600000000006,1,False,True,False,6276.900000000001,0.006864603247910737,Low
L,300.7,309.9,1775,26.6,149,0,0,0,0,0,0,9.199999999999989,47215.0,1,False,True,False,3963.4,0.012212743735777567,Low
L,300.7,309.8,1406,48.4,151,0,0,0,0,0,0,9.100000000000025,68050.4,1,False,True,False,7308.4,0.007260361789169163,Low
L,300.6,309.9,1480,43.7,153,0,0,0,0,0,0,9.299999999999956,64676.00000000001,1,False,True,False,6686.1,0.00282710180941336,Low
L,300.7,309.9,1412,45.3,155,0,0,0,0,0,0,9.199999999999989,63963.6,1,False,True,False,7021.5,0.009140077045294818,Low
H,300.6,309.8,1913,22.5,157,0,0,0,0,0,0,9.199999999999989,43042.5,0,True,False,False,3532.5,0.023588517635980365,Low
L,300.6,309.8,1629,37.6,162,0,0,0,0,0,0,9.199999999999989,61250.4,1,False,True,False,6091.2,0.006362308276067605,Low
L,300.5,309.8,1939,21.4,164,0,0,0,0,0,0,9.300000000000011,41494.6,1,False,True,False,3509.6,0.04477525677108283,Low
H,300.6,309.8,1541,36.2,166,0,0,0,0,0,0,9.199999999999989,55784.2,0,True,False,False,6009.200000000001,0.007484868883976434,Low
L,300.7,309.8,1330,54.4,171,0,0,0,0,0,0,9.100000000000025,72352.0,1,False,True,False,9302.4,0.005239539263946114,Low
M,300.7,309.8,1490,38.8,173,0,0,0,0,0,0,9.100000000000025,57811.99999999999,2,False,False,True,6712.4,0.004944629075122754,Low
L,300.7,309.9,1383,44.5,176,0,0,0,0,0,0,9.199999999999989,61543.5,1,False,True,False,7832.0,0.006861791395196806,Low
L,300.8,310.0,1468,52.7,178,0,0,0,0,0,0,9.199999999999989,77363.6,1,False,True,False,9380.6,0.005287904702841498,Low
M,300.8,309.9,1444,46.0,180,0,0,0,0,0,0,9.099999999999966,66424.0,2,False,False,True,8280.0,0.004337527279342886,Low
L,300.7,309.8,1363,53.1,183,0,0,0,0,0,0,9.100000000000025,72375.3,1,False,True,False,9717.3,0.010216764751624231,Low
L,300.6,309.7,1617,33.2,185,0,0,0,0,0,0,9.099999999999966,53684.4,1,False,True,False,6142.000000000001,0.007770454761677633,Low
M,300.6,309.8,1694,31.1,187,0,0,0,0,0,0,9.199999999999989,52683.4,2,False,False,True,5815.7,0.017494282114140346,Low
L,300.7,309.9,1815,27.0,190,0,0,0,0,0,0,9.199999999999989,49005.0,1,False,True,False,5130.0,0.023921659320412226,Low
L,300.8,309.9,1312,65.3,192,1,0,0,0,1,0,9.099999999999966,85673.59999999999,1,False,True,False,12537.6,0.9341884981234793,Critical
H,300.8,309.9,2041,19.2,194,0,0,0,0,0,0,9.099999999999966,39187.2,0,True,False,False,3724.8,0.010347822199525698,Low
L,300.9,310.0,1671,26.8,199,0,0,0,0,0,0,9.100000000000025,44782.8,1,False,True,False,5333.2,0.023175914546171003,Low
M,300.9,310.0,1416,46.6,201,0,0,0,0,0,0,9.100000000000025,65985.6,2,False,False,True,9366.6,0.007268087870334041,Low
M,300.9,310.0,1600,36.0,204,0,0,0,0,0,0,9.100000000000025,57600.0,2,False,False,True,7344.0,0.15464397648957215,Low
L,300.9,310.0,2595,13.7,207,0,0,0,0,0,0,9.100000000000025,35551.5,1,False,True,False,2835.9,0.14032555051567194,Low
M,300.9,309.9,1465,42.9,209,0,0,0,0,0,0,9.0,62848.5,2,False,False,True,8966.1,0.15127760462873455,Low
M,301.0,310.1,1681,27.4,212,0,0,0,0,0,0,9.100000000000025,46059.4,2,False,False,True,5808.799999999999,0.16978522101757265,Low
L,301.1,310.1,1457,39.6,215,0,0,0,0,0,0,9.0,57697.2,1,False,True,False,8514.0,0.3449746178071361,Medium
H,301.0,310.1,1454,44.1,217,0,0,0,0,0,0,9.100000000000025,64121.4,0,True,False,False,9569.7,0.2455659174416898,Low
L,301.0,310.1,1558,32.6,0,0,0,0,0,0,0,9.100000000000025,50790.8,1,False,True,False,0.0,0.0011604347302756567,Low
H,301.0,310.1,1756,30.7,2,0,0,0,0,0,0,9.100000000000025,53909.2,0,True,False,False,61.4,0.001569597347137666,Low
L,301.1,310.1,1564,36.8,7,0,0,0,0,0,0,9.0,57555.2,1,False,True,False,257.6,0.0029267749492881685,Low
L,301.1,310.2,1455,55.3,9,0,0,0,0,0,0,9.099999999999966,80461.5,1,False,True,False,497.7,0.01586985912314948,Low
M,301.2,310.1,2280,15.7,11,0,0,0,0,0,0,8.900000000000034,35796.0,2,False,False,True,172.7,0.007741754104177664,Low
M,301.1,310.0,1433,48.1,14,0,0,0,0,0,0,8.899999999999977,68927.3,2,False,False,True,673.4,0.05995415813823964,Low
L,301.1,310.0,1513,38.0,17,0,0,0,0,0,0,8.899999999999977,57494.0,1,False,True,False,646.0,0.0029267749492881685,Low
L,301.0,309.9,1507,41.8,19,0,0,0,0,0,0,8.899999999999977,62992.6,1,False,True,False,794.1999999999999,0.0030140714332057062,Low
L,301.0,310.0,1480,43.5,21,0,0,0,0,0,0,9.0,64380.0,1,False,True,False,913.5,0.00205337624627341,Low
H,301.1,310.0,1470,40.1,23,0,0,0,0,0,0,8.899999999999977,58947.0,0,True,False,False,922.3,0.0033874926412290358,Low
L,301.1,310.1,1540,36.6,28,0,0,0,0,0,0,9.0,56364.0,1,False,True,False,1024.8,0.0009329146665516079,Low
H,301.0,310.0,1212,67.9,30,0,0,0,0,0,0,9.0,82294.8,0,True,False,False,2037.0,0.06403327882911501,Low
L,301.1,310.1,1417,46.9,35,0,0,0,0,0,0,9.0,66457.3,1,False,True,False,1641.5,0.0333131751041669,Low
M,301.2,310.1,1666,34.9,37,0,0,0,0,0,0,8.900000000000034,58143.4,2,False,False,True,1291.3,0.0018488515045783152,Low
L,301.1,310.1,1666,27.2,40,0,0,0,0,0,0,9.0,45315.2,1,False,True,False,1088.0,0.005789957992555942,Low
L,301.1,310.1,1489,45.8,42,0,0,0,0,0,0,9.0,68196.2,1,False,True,False,1923.6,0.009997637620241116,Low
M,301.1,310.2,1850,27.7,44,0,0,0,0,0,0,9.099999999999966,51245.0,2,False,False,True,1218.8,0.002492734018489927,Low
L,301.1,310.4,1874,24.8,47,0,0,0,0,0,0,9.299999999999956,46475.2,1,False,True,False,1165.6,0.0038169350888878294,Low
L,301.1,310.4,1312,73.6,49,1,0,0,1,0,0,9.299999999999956,96563.2,1,False,True,False,3606.4,0.9694279892217297,Critical
L,301.2,310.4,1515,38.4,51,0,0,0,0,0,0,9.199999999999989,58176.0,1,False,True,False,1958.4,0.000521080152937584,Low
L,301.2,310.4,1516,44.4,53,0,0,0,0,0,0,9.199999999999989,67310.4,1,False,True,False,2353.2,0.003436316666825823,Low
L,301.2,310.5,1546,40.0,55,0,0,0,0,0,0,9.300000000000011,61840.0,1,False,True,False,2200.0,0.000521080152937584,Low
L,301.3,310.6,1481,40.9,57,0,0,0,0,0,0,9.300000000000011,60572.9,1,False,True,False,2331.3,0.000521080152937584,Low
H,301.3,310.6,1605,32.5,59,0,0,0,0,0,0,9.300000000000011,52162.5,0,True,False,False,1917.5,0.0009909053286129262,Low
H,301.2,310.7,1656,26.2,64,0,0,0,0,0,0,9.5,43387.2,0,True,False,False,1676.8,0.008163575802059621,Low
H,301.2,310.6,1352,52.0,69,0,0,0,0,0,0,9.400000000000034,70304.0,0,True,False,False,3588.0,0.004230335642097988,Low
L,301.3,310.7,1504,47.2,74,0,0,0,0,0,0,9.399999999999975,70988.8,1,False,True,False,3492.8,0.017118377562715885,Low
L,301.3,310.6,1436,44.2,76,0,0,0,0,0,0,9.300000000000011,63471.2,1,False,True,False,3359.2000000000003,0.004886718182612156,Low
H,301.2,310.5,1505,43.6,78,0,0,0,0,0,0,9.300000000000011,65618.0,0,True,False,False,3400.8,0.00389703435876669,Low
L,301.3,310.5,1406,47.1,83,0,0,0,0,0,0,9.199999999999989,66222.6,1,False,True,False,3909.3,0.007240485686020385,Low
M,301.3,310.5,1481,39.7,85,0,0,0,0,0,0,9.199999999999989,58795.7,2,False,False,True,3374.5000000000005,0.0003891053287275724,Low
L,301.4,310.7,1487,44.6,88,0,0,0,0,0,0,9.300000000000011,66320.2,1,False,True,False,3924.8,0.004548127032126854,Low
L,301.4,310.7,1436,54.1,90,0,0,0,0,0,0,9.300000000000011,77687.6,1,False,True,False,4869.0,0.020847228002584914,Low
M,301.4,310.7,1368,63.7,92,1,0,0,1,0,0,9.300000000000011,87141.6,2,False,False,True,5860.400000000001,0.8676248298997915,Critical
L,301.4,310.7,1509,38.3,95,0,0,0,0,0,0,9.300000000000011,57794.7,1,False,True,False,3638.5,0.002381374955882664,Low
L,301.4,310.8,1543,36.9,97,0,0,0,0,0,0,9.400000000000034,56936.7,1,False,True,False,3579.3,0.00031029345958054447,Low
L,301.4,310.8,1698,29.6,99,0,0,0,0,0,0,9.400000000000034,50260.8,1,False,True,False,2930.4,0.0019020483113276437,Low
M,301.4,310.7,1470,46.5,101,0,0,0,0,0,0,9.300000000000011,68355.0,2,False,False,True,4696.5,0.01023142860922225,Low
M,301.4,310.8,1738,30.3,104,0,0,0,0,0,0,9.400000000000034,52661.4,2,False,False,True,3151.2000000000003,0.0012653257630211383,Low
M,301.4,310.8,1530,39.9,107,0,0,0,0,0,0,9.400000000000034,61047.0,2,False,False,True,4269.3,0.0004013005752470536,Low
L,301.4,310.8,1740,29.2,110,0,0,0,0,0,0,9.400000000000034,50808.0,1,False,True,False,3212.0,0.00139730058723115,Low
L,301.4,310.8,1770,24.1,112,0,0,0,0,0,0,9.400000000000034,42657.0,1,False,True,False,2699.2000000000003,0.003822696734364919,Low
H,301.3,310.6,1527,44.0,114,0,0,0,0,0,0,9.300000000000011,67188.0,0,True,False,False,5016.0,0.0020280883414008385,Low
L,301.3,310.7,1516,46.0,119,0,0,0,0,0,0,9.399999999999975,69736.0,1,False,True,False,5474.0,0.01819767380863285,Low
L,301.4,310.7,1616,36.5,121,0,0,0,0,0,0,9.300000000000011,58984.0,1,False,True,False,4416.5,0.003020785265536277,Low
L,301.4,310.7,1786,26.1,123,0,0,0,0,0,0,9.300000000000011,46614.600000000006,1,False,True,False,3210.3,0.005893778230667038,Low
L,301.4,310.8,1389,52.7,125,0,0,0,0,0,0,9.400000000000034,73200.3,1,False,True,False,6587.5,0.009999958883443474,Low
M,301.4,310.7,1639,29.8,127,0,0,0,0,0,0,9.300000000000011,48842.2,2,False,False,True,3784.6,0.013223973031444488,Low
H,301.5,310.7,1394,46.7,130,0,0,0,0,0,0,9.199999999999989,65099.8,0,True,False,False,6071.0,0.01999442103095885,Low
L,301.5,310.7,1686,27.9,135,0,0,0,0,0,0,9.199999999999989,47039.4,1,False,True,False,3766.5,0.006398525954763532,Low
M,301.5,310.6,1638,31.9,137,0,0,0,0,0,0,9.100000000000025,52252.2,2,False,False,True,4370.3,0.0028099900725046295,Low
M,301.5,310.6,1447,41.9,140,0,0,0,0,0,0,9.100000000000025,60629.3,2,False,False,True,5866.0,0.000612087268604093,Low
H,301.5,310.6,1512,39.0,143,0,0,0,0,0,0,9.100000000000025,58968.0,0,True,False,False,5577.0,0.0018441900944085844,Low
L,301.6,310.8,1961,21.8,148,0,0,0,0,0,0,9.199999999999989,42749.8,1,False,True,False,3226.4,0.004385377560930079,Low
L,301.5,310.7,1596,35.4,150,0,0,0,0,0,0,9.199999999999989,56498.4,1,False,True,False,5310.0,0.0034253188696085368,Low
M,301.5,310.7,1871,21.3,152,0,0,0,0,0,0,9.199999999999989,39852.3,2,False,False,True,3237.6,0.007608046113756179,Low
L,301.5,310.7,1942,20.5,155,0,0,0,0,0,0,9.199999999999989,39811.0,1,False,True,False,3177.5,0.006664478392345452,Low
L,301.4,310.6,1557,38.2,157,0,0,0,0,0,0,9.200000000000044,59477.4,1,False,True,False,5997.400000000001,0.0012766608237428894,Low
L,301.4,310.6,1550,36.8,159,0,0,0,0,0,0,9.200000000000044,57039.99999999999,1,False,True,False,5851.2,0.0012766608237428894,Low
L,301.3,310.6,1966,22.6,161,0,0,0,0,0,0,9.300000000000011,44431.600000000006,1,False,True,False,3638.6,0.0048041835894003715,Low
M,301.3,310.6,1499,36.1,163,0,0,0,0,0,0,9.300000000000011,54113.9,2,False,False,True,5884.3,0.0016560311823299657,Low
L,301.3,310.6,1521,36.3,166,0,0,0,0,0,0,9.300000000000011,55212.3,1,False,True,False,6025.799999999999,0.0012766608237428894,Low
M,301.4,310.7,1375,42.0,168,0,0,0,0,0,0,9.300000000000011,57750.0,2,False,False,True,7056.0,0.006861110611688345,Low
L,301.4,310.6,1634,31.1,171,0,0,0,0,0,0,9.200000000000044,50817.4,1,False,True,False,5318.1,0.0038468804045738636,Low
M,301.3,310.6,1378,49.4,173,0,0,0,0,0,0,9.300000000000011,68073.2,2,False,False,True,8546.199999999999,0.0021155570034015383,Low
L,301.4,310.7,1428,53.7,176,0,0,0,0,0,0,9.300000000000011,76683.6,1,False,True,False,9451.2,0.011283739231215194,Low
M,301.4,310.6,1855,25.3,178,0,0,0,0,0,0,9.200000000000044,46931.5,2,False,False,True,4503.400000000001,0.02321819584299015,Low
L,301.4,310.6,1578,33.0,181,0,0,0,0,0,0,9.200000000000044,52074.0,1,False,True,False,5973.0,0.0030569333470729966,Low
M,301.4,310.5,1451,45.3,183,0,0,0,0,0,0,9.100000000000025,65730.3,2,False,False,True,8289.9,0.006701011677237841,Low
L,301.5,310.5,1644,34.9,186,0,0,0,0,0,0,9.0,57375.6,1,False,True,False,6491.4,0.002358858262817648,Low
L,301.4,310.4,1388,45.3,188,0,0,0,0,0,0,9.0,62876.4,1,False,True,False,8516.4,0.007323678916357128,Low
L,301.4,310.4,1543,40.9,190,0,0,0,0,0,0,9.0,63108.7,1,False,True,False,7771.0,0.007866267507165514,Low
L,301.3,310.4,1501,41.6,192,0,0,0,0,0,0,9.099999999999966,62441.6,1,False,True,False,7987.200000000001,0.002179539678190198,Low
L,301.3,310.4,1507,39.1,194,0,0,0,0,0,0,9.099999999999966,58923.7,1,False,True,False,7585.400000000001,0.002495349314284592,Low
L,301.4,310.4,1559,36.0,196,0,0,0,0,0,0,9.0,56124.0,1,False,True,False,7056.0,0.0022537624471351755,Low
L,301.5,310.5,1528,35.7,198,0,0,0,0,0,0,9.0,54549.600000000006,1,False,True,False,7068.6,0.0022537624471351755,Low
M,301.5,310.5,1503,38.2,200,0,0,0,0,0,0,9.0,57414.600000000006,2,False,False,True,7640.000000000001,0.016815030600054567,Low
L,301.5,310.5,1372,44.0,203,0,0,0,0,0,0,9.0,60368.0,1,False,True,False,8932.0,0.07338779420660858,Low
M,301.5,310.5,1600,32.8,205,0,0,0,0,0,0,9.0,52479.99999999999,2,False,False,True,6723.999999999999,0.1654431844366631,Low
L,301.5,310.6,1453,44.0,208,0,0,0,0,0,0,9.100000000000025,63932.0,1,False,True,False,9152.0,0.30906001583470055,Medium
M,301.6,310.7,1813,24.6,210,0,0,0,0,0,0,9.099999999999966,44599.8,2,False,False,True,5166.0,0.14675979223794797,Low
L,301.6,310.7,1457,40.4,213,0,0,0,0,0,0,9.099999999999966,58862.8,1,False,True,False,8605.199999999999,0.3608622261154808,Medium
M,301.6,310.6,1553,38.9,0,0,0,0,0,0,0,9.0,60411.7,2,False,False,True,0.0,0.00234334407884112,Low
L,301.7,310.7,1763,25.9,3,0,0,0,0,0,0,9.0,45661.7,1,False,True,False,77.69999999999999,0.006619595169845718,Low
L,301.7,310.7,2023,20.9,5,0,0,0,0,0,0,9.0,42280.7,1,False,True,False,104.5,0.005289514326210634,Low
M,301.6,310.7,1457,47.8,7,0,0,0,0,0,0,9.099999999999966,69644.59999999999,2,False,False,True,334.6,0.04508026640399219,Low
L,301.6,310.7,1679,29.5,10,0,0,0,0,0,0,9.099999999999966,49530.5,1,False,True,False,295.0,0.0032075866908716742,Low
L,301.6,310.6,2103,19.7,12,0,0,0,0,0,0,9.0,41429.1,1,False,True,False,236.4,0.004207316887135876,Low
M,301.5,310.7,1460,38.6,14,0,0,0,0,0,0,9.199999999999989,56356.0,2,False,False,True,540.4,0.004172120463191946,Low
M,301.5,310.7,1454,39.4,17,0,0,0,0,0,0,9.199999999999989,57287.6,2,False,False,True,669.8,0.004172120463191946,Low
L,301.5,310.6,1481,46.8,20,0,0,0,0,0,0,9.100000000000025,69310.8,1,False,True,False,936.0,0.023190615951131314,Low
L,301.5,310.7,1424,51.1,22,0,0,0,0,0,0,9.199999999999989,72766.40000000001,1,False,True,False,1124.2,0.027388017691646196,Low
L,301.6,310.7,1494,39.5,24,0,0,0,0,0,0,9.099999999999966,59013.0,1,False,True,False,948.0,0.0022330137910998387,Low
M,301.5,310.6,1424,47.0,26,0,0,0,0,0,0,9.100000000000025,66928.0,2,False,False,True,1222.0,0.06158994420345336,Low
M,301.5,310.7,1347,47.9,29,0,0,0,0,0,0,9.199999999999989,64521.3,2,False,False,True,1389.1,0.016482920521014962,Low
L,301.5,310.6,1374,46.7,32,0,0,0,0,0,0,9.100000000000025,64165.8,1,False,True,False,1494.4,0.014622625718069883,Low
M,301.5,310.6,1403,47.4,34,0,0,0,0,0,0,9.100000000000025,66502.2,2,False,False,True,1611.6,0.04220892495774292,Low
M,301.5,310.6,1573,37.4,37,0,0,0,0,0,0,9.100000000000025,58830.2,2,False,False,True,1383.8,0.0003179653775103059,Low
M,301.6,310.6,1691,30.1,40,0,0,0,0,0,0,9.0,50899.100000000006,2,False,False,True,1204.0,0.0025731116398618704,Low
H,301.5,310.5,1538,44.3,43,0,0,0,0,0,0,9.0,68133.4,0,True,False,False,1904.9,0.006761514140237866,Low
L,301.5,310.5,1556,39.1,48,0,0,0,0,0,0,9.0,60839.600000000006,1,False,True,False,1876.8,0.0007633852648888775,Low
M,301.5,310.4,1593,36.8,50,0,0,0,0,0,0,8.899999999999977,58622.4,2,False,False,True,1840.0,0.0014713027678023311,Low
L,301.5,310.4,1474,39.9,53,0,0,0,0,0,0,8.899999999999977,58812.6,1,False,True,False,2114.7,0.0007633852648888775,Low
L,301.5,310.4,1543,34.0,55,0,0,0,0,0,0,8.899999999999977,52462.0,1,False,True,False,1870.0,0.0007633852648888775,Low
H,301.5,310.5,1587,33.8,57,0,0,0,0,0,0,9.0,53640.6,0,True,False,False,1926.6,0.0016032775920123428,Low
L,301.6,310.6,1222,70.0,62,0,0,0,0,0,0,9.0,85540.0,1,False,True,False,4340.0,0.35407570009745615,Medium
